id,kind,label,owner_domain,criticality,fidelity,twin_ref,repo,sha,identity_model,build,health,fidelity_evidence,confidence,lanes,source_refs
topic:s2p/s2p-vendor-payments-kafka_or_queue-08c749ad254f30b2,topic,prod-grn-status-update,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:08c749ad254f30b2
topic:s2p/s2p-vendor-payments-kafka_or_queue-08ffabe2b037e76d,topic,stage-vp-status-update,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:08ffabe2b037e76d
topic:s2p/s2p-vendor-payments-kafka_or_queue-097a3bd805ecc61f,topic,dev-ocr,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:097a3bd805ecc61f
topic:s2p/s2p-vendor-payments-kafka_or_queue-0a35573e988066ca,topic,add-tds-entry,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:0a35573e988066ca
topic:s2p/s2p-vendor-payments-kafka_or_queue-0afed948e0eb4492,topic,prod-bank-statement-fetch,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:0afed948e0eb4492
topic:s2p/s2p-vendor-payments-kafka_or_queue-0bfb9f8ee39005b5,topic,failed,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:0bfb9f8ee39005b5
topic:s2p/s2p-vendor-payments-kafka_or_queue-0c5449c8dd3fe5b5,topic,RETRY_EXHAUSTED_FETCH_GSTR2B_REPORT_CONSUMER_ERROR,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:0c5449c8dd3fe5b5
topic:s2p/s2p-vendor-payments-kafka_or_queue-0c65b4cf5c775280,topic,:8000,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:0c65b4cf5c775280
topic:s2p/s2p-vendor-payments-kafka_or_queue-0d23c2238ee06ed2,topic,json:,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:0d23c2238ee06ed2
topic:s2p/s2p-vendor-payments-kafka_or_queue-0ef86385d44982f0,topic,tds,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:0ef86385d44982f0
topic:s2p/s2p-vendor-payments-kafka_or_queue-0f3fc420bd09d0f1,topic,vendor-payments,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:0f3fc420bd09d0f1
topic:s2p/s2p-vendor-payments-kafka_or_queue-0fd6db65fc8a4551,topic,tds,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:0fd6db65fc8a4551
topic:s2p/s2p-vendor-payments-kafka_or_queue-10203a498b7e2411,topic,vendor-payments,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:10203a498b7e2411
topic:s2p/s2p-vendor-payments-kafka_or_queue-104eb34724a3fcf7,topic,stage-tds,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:104eb34724a3fcf7
topic:s2p/s2p-vendor-payments-kafka_or_queue-1063ae7a9d2fbd74,topic,json:,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1063ae7a9d2fbd74
topic:s2p/s2p-vendor-payments-kafka_or_queue-10e45cdfb8e1b6ad,topic,:8001,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:10e45cdfb8e1b6ad
topic:s2p/s2p-vendor-payments-kafka_or_queue-11c88ac63684b5ed,topic,toml:,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:11c88ac63684b5ed
topic:s2p/s2p-vendor-payments-kafka_or_queue-121952fc603bd2f8,topic,stage.x.vendor-payments.accounting-payouts.status-update,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:121952fc603bd2f8
topic:s2p/s2p-vendor-payments-kafka_or_queue-124bf444606774b7,topic,tcp4,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:124bf444606774b7
topic:s2p/s2p-vendor-payments-kafka_or_queue-12ddf5c12a0e8d66,topic,func-tds,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:12ddf5c12a0e8d66
topic:s2p/s2p-vendor-payments-kafka_or_queue-12f834f6e2a5b322,topic,OCR_CONSUMER_UFH_ERROR,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:12f834f6e2a5b322
topic:s2p/s2p-vendor-payments-kafka_or_queue-140088490eddd638,topic,ConsumerConfig,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:140088490eddd638
topic:s2p/s2p-vendor-payments-kafka_or_queue-140a2610a525801a,topic,prod-grn-status-update,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:140a2610a525801a
topic:s2p/s2p-vendor-payments-kafka_or_queue-14244dd650584bcc,topic,perf.x.vendor-payments.accounting-payouts.status-update,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:14244dd650584bcc
topic:s2p/s2p-vendor-payments-kafka_or_queue-14a96d5047d70679,topic,x.vendor-payments.accounting-payouts.status-update,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:14a96d5047d70679
topic:s2p/s2p-vendor-payments-kafka_or_queue-156bc97f816a3573,topic,stage-zoho-statement-sync,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:156bc97f816a3573
topic:s2p/s2p-vendor-payments-kafka_or_queue-1576f66fe0ca1e29,topic,automation-vendor-advance-event,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1576f66fe0ca1e29
topic:s2p/s2p-vendor-payments-kafka_or_queue-158df9aeeeba5c7b,topic,internal-accounting-payouts/bankstatementsync/producers/bankstatementprocessor,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:158df9aeeeba5c7b
topic:s2p/s2p-vendor-payments-kafka_or_queue-15ae75715e174c20,topic,vendor-payments,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:15ae75715e174c20
topic:s2p/s2p-vendor-payments-kafka_or_queue-15b53639d6ba52e3,topic,OCR_CONSUMER_FILE_RETRIEVAL_ERROR,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:15b53639d6ba52e3
topic:s2p/s2p-vendor-payments-kafka_or_queue-15ea7fa89691dabb,topic,stage-auto-invoice-processing,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:15ea7fa89691dabb
topic:s2p/s2p-vendor-payments-kafka_or_queue-1699d95465a448ed,topic,json:,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1699d95465a448ed
topic:s2p/s2p-vendor-payments-kafka_or_queue-1797556347c43abe,topic,perf-ocr,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1797556347c43abe
topic:s2p/s2p-vendor-payments-kafka_or_queue-180760a7c2a5b3df,topic,quickbooks-sync-merchant-request,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:180760a7c2a5b3df
topic:s2p/s2p-vendor-payments-kafka_or_queue-18825a4fff48f7ba,topic,func-ocr,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:18825a4fff48f7ba
topic:s2p/s2p-vendor-payments-kafka_or_queue-1905241438447d34,topic,github.com/razorpay/vendor-payments/internal/common/kafka/producer,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1905241438447d34
topic:s2p/s2p-vendor-payments-kafka_or_queue-1a004dafcd587cc7,topic, — ,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1a004dafcd587cc7
topic:s2p/s2p-vendor-payments-kafka_or_queue-1a360e64d54fabd8,topic,SEND_EMAIL_MESSAGE_CONSUMER_ERROR,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1a360e64d54fabd8
topic:s2p/s2p-vendor-payments-kafka_or_queue-1a8330c2bcaecd12,topic,toml:,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1a8330c2bcaecd12
topic:s2p/s2p-vendor-payments-kafka_or_queue-1b03461e223ca777,topic,stage-fetch-gstr-2b,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1b03461e223ca777
topic:s2p/s2p-vendor-payments-kafka_or_queue-1b2dba45c274f4b6,topic,AUTO_PROCESSED_INVOICE_MESSAGE_CONSUMER_ERROR,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1b2dba45c274f4b6
topic:s2p/s2p-vendor-payments-kafka_or_queue-1b4308be0d6ced9c,topic,GRN_STATUS_UPDATE_MESSAGE_CONSUMER_ERROR,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1b4308be0d6ced9c
topic:s2p/s2p-vendor-payments-kafka_or_queue-1dd6a84b8bab0df2,topic,github.com/razorpay/vendor-payments/internal-accounting-payouts/bankstatementsync/consumers/bankstatementfetch,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1dd6a84b8bab0df2
topic:s2p/s2p-vendor-payments-kafka_or_queue-1dd77905bda3ce53,topic,ProvideLineItems,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1dd77905bda3ce53
topic:s2p/s2p-vendor-payments-kafka_or_queue-1df40f48868f30a9,topic,:8000,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1df40f48868f30a9
topic:s2p/s2p-vendor-payments-kafka_or_queue-1df5e4d348235083,topic,stage-items-update-event,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1df5e4d348235083
topic:s2p/s2p-vendor-payments-kafka_or_queue-1e20a72fa973d60f,topic,github.com/razorpay/vendor-payments/internal/sendemail/producer,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1e20a72fa973d60f
topic:s2p/s2p-vendor-payments-kafka_or_queue-1f389ebf70464406,topic,failed,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1f389ebf70464406
topic:s2p/s2p-vendor-payments-kafka_or_queue-1f8974cd328c47be,topic,queued,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1f8974cd328c47be
topic:s2p/s2p-vendor-payments-kafka_or_queue-1fa3eaab616485e5,topic,OCR_CONSUMER_ERROR,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:1fa3eaab616485e5
topic:s2p/s2p-vendor-payments-kafka_or_queue-205590eb2deea408,topic,tds,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:205590eb2deea408
topic:s2p/s2p-vendor-payments-kafka_or_queue-212453b67e864cc7,topic,prod-ocr,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:212453b67e864cc7
topic:s2p/s2p-vendor-payments-kafka_or_queue-2200b622f29a5094,topic,github.com/razorpay/vendor-payments/internal/inputtaxcredit/gstr2Areport/producer,vendor-payments,P2,real_source_mapped_not_running,,repo:vendor-payments,20c4f4d59970471067388afea8b1d65ac39ee126,,,,architecture-inventory.json representation_status,confirmed,zz-s2p-namespace,ev:s2p:vendor-payments:kafka_or_queue:2200b622f29a5094
