from,to,type,via,identity,fidelity,confidence,source_refs
worker:fts/slice::v1::upi::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/slow_lane::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/slow_lane::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/slow_lane::initiate_transfer,queue:fts_live_slow_lane_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:176
worker:fts/slow_lane::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/test_transactions,cron:fts/test_transactions,schedules,,,real_source_mapped_not_running,confirmed,fts/internal/testtransactions/test_transactions.go:22-33;fts/config/env.prod-live.toml:333-334
worker:fts/test_transactions,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/test_transactions,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/test_transactions,queue:fts_live_default,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:113
worker:fts/verify_beneficiary,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/verify_beneficiary,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/verify_beneficiary,queue:fts_live_verify_beneficiary,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:128
worker:fts/verify_beneficiary,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::direct::upi::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::direct::upi::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::direct::upi::check_transfer_status,queue:fts_live_yesbank_direct_upi_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:195
worker:fts/yesbank::direct::upi::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::direct::upi::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::direct::upi::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::direct::upi::initiate_transfer,queue:fts_live_yesbank_direct_upi_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:182
worker:fts/yesbank::direct::upi::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::ift::check_transfer_status::dummy,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::ift::check_transfer_status::dummy,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::ift::check_transfer_status::dummy,queue:fts_live_default,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:113
worker:fts/yesbank::ift::check_transfer_status::dummy,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::imps::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::imps::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::imps::check_transfer_status,queue:fts_live_yesbank_imps_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:190
worker:fts/yesbank::imps::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::imps::hv::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::imps::hv::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::imps::hv::check_transfer_status,queue:fts_live_yesbank_imps_hv_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:269
worker:fts/yesbank::imps::hv::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::imps::hv::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::imps::hv::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::imps::hv::initiate_transfer,queue:fts_live_yesbank_imps_hv_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:268
worker:fts/yesbank::imps::hv::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::initiate_transfer,queue:fts_live_yesbank_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:177
worker:fts/yesbank::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::neft::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::neft::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::neft::check_transfer_status,queue:fts_live_yesbank_neft_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:192
worker:fts/yesbank::neft::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::neft::hv::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::neft::hv::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::neft::hv::check_transfer_status,queue:fts_live_yesbank_neft_hv_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:281
worker:fts/yesbank::neft::hv::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::neft::hv::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::neft::hv::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::neft::hv::initiate_transfer,queue:fts_live_yesbank_neft_hv_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:280
worker:fts/yesbank::neft::hv::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::neft::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::neft::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::neft::initiate_transfer,queue:fts_live_yesbank_neft_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:179
worker:fts/yesbank::neft::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::neft::lv::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::neft::lv::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::neft::lv::check_transfer_status,queue:fts_live_yesbank_neft_lv_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:283
worker:fts/yesbank::neft::lv::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::neft::lv::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::neft::lv::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::neft::lv::initiate_transfer,queue:fts_live_yesbank_neft_lv_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:282
worker:fts/yesbank::neft::lv::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::rtgs::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::rtgs::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::rtgs::check_transfer_status,queue:fts_live_yesbank_rtgs_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:193
worker:fts/yesbank::rtgs::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::rtgs::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::rtgs::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::rtgs::initiate_transfer,queue:fts_live_yesbank_rtgs_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:180
worker:fts/yesbank::rtgs::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::rx_wallet::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::rx_wallet::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::rx_wallet::check_transfer_status,queue:fts_live_yesbank_rx_wallet_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:253
worker:fts/yesbank::rx_wallet::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::rx_wallet::imps::check_transfer_status,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::rx_wallet::imps::check_transfer_status,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::rx_wallet::imps::check_transfer_status,queue:fts_live_yesbank_rx_wallet_imps_check_transfer_status,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:252
worker:fts/yesbank::rx_wallet::imps::check_transfer_status,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::rx_wallet::imps::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::rx_wallet::imps::initiate_transfer,db:fts/redis,depends_on,mutex + machinery broker,,real_source_mapped_not_running,confirmed,
worker:fts/yesbank::rx_wallet::imps::initiate_transfer,queue:fts_live_yesbank_rx_wallet_imps_initiate_transfer,consumes,,,real_source_mapped_not_running,confirmed,fts/config/env.default.toml:250
worker:fts/yesbank::rx_wallet::imps::initiate_transfer,svc:mozart,calls,POST {BASE_URL}/<MOZART_URLPART_GATEWAY>/transfer_init|transfer_status (Basic auth),identity:mozart-basic-auth:fts,real_source_mapped_not_running,confirmed,"fts/internal/providers/mozart/provider.go:218,945,1905;fts/internal/providers/mozart/executor.go:17-42"
worker:fts/yesbank::rx_wallet::initiate_transfer,db:fts/mysql,writes,,,real_source_mapped_not_running,confirmed,
